n_gold,is_multi,hr_baseline,hr_graph,mrr_baseline,mrr_graph,f1_baseline,f1_graph
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.5,0.5,0.28571428571428575,0.28571428571428575
1,False,0.0,0.0,0.0,0.0,0.0,0.0
7,True,1.0,1.0,0.14285714285714285,0.14285714285714285,0.11764705882352941,0.11764705882352941
8,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
28,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
11,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.33333333333333337,0.33333333333333337
1,False,0.0,0.0,0.0,0.0,0.0,0.0
57,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.14285714285714288,0.28571428571428575
7,True,0.0,0.0,0.0,0.0,0.0,0.0
14,True,1.0,1.0,1.0,1.0,0.16666666666666666,0.5833333333333334
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
4,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.33333333333333337,0.33333333333333337
4,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,1.0,1.0,0.28571428571428575,0.28571428571428575
10,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
14,True,0.0,0.0,0.0,0.0,0.0,0.0
26,True,1.0,1.0,0.5,0.5,0.05555555555555555,0.05555555555555555
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
14,True,0.0,0.0,0.0,0.0,0.0,0.0
11,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
57,True,1.0,1.0,1.0,1.0,0.26865671641791045,0.29850746268656714
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,1.0,1.0,0.15384615384615383,0.15384615384615383
8,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.11111111111111112,0.6666666666666665
1,False,1.0,0.0,0.1111111111111111,0.0,0.18181818181818182,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.14285714285714285,0.1111111111111111,0.18181818181818182,0.18181818181818182
93,True,1.0,1.0,0.2,0.2,0.03883495145631068,0.03883495145631068
